BJD - 2454833, Corrected Flux
3028.547734637, 1.003395041,
3028.568166367, 1.003469935,
3028.588597897, 1.003380635,
3028.609029527, 1.003460212,
3028.629461257, 1.003369505,
3028.649892787, 1.003546960,
3028.670324416, 1.003519225,
3028.690756146, 1.003540895,
3028.752051033, 1.003777579,
3028.772482662, 1.003633255,
3028.792914290, 1.003697220,
3028.813345919, 1.003604625,
3028.833777547, 1.003902222,
3028.854209175, 1.003624690,
3028.874640803, 1.003444522,
3028.895072431, 1.003419259,
3028.915504159, 1.003361420,
3028.935935686, 1.003559435,
3028.956367314, 1.003322826,
3028.976798941, 1.003295094,
3028.997230568, 1.003494859,
3029.017662095, 1.003428490,
3029.038093822, 1.003615645,
3029.058525448, 1.003584042,
3029.078957174, 1.003402837,
3029.099388701, 1.003373326,
3029.119820327, 1.003573210,
3029.140252053, 1.003592432,
3029.160683579, 1.003768676,
3029.181115204, 1.003866340,
3029.201546930, 1.003802161,
3029.221978455, 1.003863183,
3029.242410080, 1.003708384,
3029.262841805, 1.003589849,
3029.283273430, 1.003657810,
3029.303704955, 1.003895779,
3029.324136680, 1.003810821,
3029.344568304, 1.003734267,
3029.364999828, 1.003582793,
3029.385431553, 1.004010951,
3029.405863177, 1.003623329,
3029.426294700, 1.003649256,
3029.467158047, 1.003552522,
3029.487589771, 1.003619400,
3029.508021294, 1.003532124,
3029.528452917, 1.003541678,
3029.548884640, 1.003594287,
3029.569316163, 1.003421788,
3029.589747785, 1.003368664,
3029.610179508, 1.003597326,
3029.630611030, 1.003587921,
3029.651042652, 1.003656692,
3029.671474375, 1.003642562,
3029.691905896, 0.997370533,
3029.712337518, 0.993998486,
3029.732769140, 0.993388870,
3029.753200761, 0.992861368,
3029.773632383, 0.993099696,
3029.794064004, 0.993330661,
3029.814495625, 0.993655851,
3029.834927346, 0.996314221,
3029.855358966, 1.003499045,
3029.875790487, 1.003776121,
3029.896222207, 1.003810406,
3029.916653828, 1.003759709,
3029.937085348, 1.003726034,
3029.957517068, 1.004163203,
3029.977948688, 1.004129896,
3029.998380207, 1.003952678,
3030.018811927, 1.003827653,
3030.039243546, 1.004233117,
3030.059675066, 1.004231665,
3030.080106785, 1.004420260,
3030.100538404, 1.003945148,
3030.120970022, 1.003978730,
3030.141401641, 1.004162567,
3030.161833260, 1.004019392,
3030.182264878, 1.004238406,
3030.202696497, 1.003770942,
3030.223128115, 1.004014036,
3030.243559833, 1.004224862,
3030.263991451, 1.004266076,
3030.284422968, 1.004132009,
3030.304854686, 1.004077498,
3030.325286303, 1.004225108,
3030.345717821, 1.004462126,
3030.366149538, 1.003935066,
3030.386581155, 1.004005426,
3030.407012672, 1.004237619,
3030.427444388, 1.004124302,
3030.447876005, 1.004287946,
3030.468307521, 1.004373119,
3030.488739238, 1.004550826,
3030.509170754, 1.004240898,
3030.529602370, 1.004497237,
3030.550034086, 1.004513819,
3030.570465602, 1.004325304,
3030.590897317, 1.004481771,
3030.611328933, 1.004572279,
3030.631760448, 1.004761543,
3030.652192163, 1.004619854,
3030.693055394, 1.004771166,
3030.713487008, 1.004657185,
3030.733918623, 1.004454379,
3030.754350238, 1.004573471,
3030.774781852, 1.004778397,
3030.795213466, 1.004531939,
3030.815645081, 1.004956008,
3030.836076795, 1.004771130,
3030.856508309, 1.004909561,
3030.876939922, 1.004991462,
3030.897371636, 1.004822527,
3030.917803149, 1.005095261,
3030.938234863, 1.004930128,
3030.958666476, 1.005105029,
3030.979097989, 1.004963271,
3030.999529702, 1.004746978,
3031.019961315, 1.004832304,
3031.040392828, 1.005203283,
3031.060824540, 1.004909902,
3031.081256153, 1.005018249,
3031.101687765, 1.004845293,
3031.122119377, 1.004950400,
3031.142550889, 1.004820086,
3031.162982601, 1.004927628,
3031.183414213, 1.005121348,
3031.203845825, 1.004815700,
3031.224277336, 1.004992255,
3031.244709047, 1.005259302,
3031.265140659, 1.004971528,
3031.285572270, 1.004868946,
3031.306003881, 1.004950972,
3031.326435492, 1.004991754,
3031.346867203, 1.004892645,
3031.367298713, 1.004835341,
3031.387730324, 1.004976354,
3031.408162034, 1.004700488,
3031.428593545, 1.004795122,
3031.449025155, 1.005043895,
3031.469456865, 1.004872050,
3031.489888375, 1.004853764,
3031.510319984, 1.004842224,
3031.530751694, 1.004878175,
3031.551183203, 1.004963174,
3031.571614813, 1.005352781,
3031.592046522, 1.005095059,
3031.612478031, 1.004919582,
3031.632909740, 1.004980726,
3031.653341349, 1.005160213,
3031.673772958, 1.005282110,
3031.694204567, 1.004910504,
3031.714636175, 1.005183615,
3031.735067784, 1.005118138,
3031.755499492, 1.004891202,
3031.775931000, 1.005091739,
3031.796362608, 1.004915830,
3031.816794316, 1.005072364,
3031.837225824, 1.005143017,
3031.857657331, 1.004969322,
3031.878089039, 1.005003901,
3031.898520646, 1.004927421,
3031.918952154, 1.005109019,
3031.939383861, 1.005024970,
3031.959815468, 1.005200485,
3031.980247175, 1.005246150,
3032.000678682, 1.005254976,
3032.021110288, 1.005079597,
3032.041541995, 1.005202661,
3032.061973502, 1.005033250,
3032.082405108, 1.004948578,
3032.102836814, 1.005213511,
3032.123268320, 1.004991189,
3032.143699926, 1.005036823,
3032.164131632, 1.004924704,
3032.184563238, 1.005091749,
3032.204994744, 1.004893753,
3032.225426449, 1.005295914,
3032.245858055, 1.005113367,
3032.266289560, 1.005052920,
3032.286721265, 1.005132361,
3032.307152870, 1.002988384,
3032.327584575, 0.996289922,
3032.348016080, 0.994915273,
3032.368447685, 0.994498032,
3032.388879389, 0.994443364,
3032.409310894, 0.994311397,
3032.429742498, 0.994978496,
3032.450174202, 0.995625730,
3032.470605707, 1.001109657,
3032.491037311, 1.005077119,
3032.511468915, 1.005227866,
3032.531900518, 1.005451307,
3032.552332122, 1.005430998,
3032.572763726, 1.005207833,
3032.593195329, 1.005167442,
3032.613627033, 1.005352411,
3032.899669368, 1.004781413,
3032.920101070, 1.005007175,
3032.940532672, 1.004995711,
3032.960964373, 1.005211916,
3032.981395875, 1.005018038,
3033.001827476, 1.005174954,
3033.022259177, 1.004981560,
3033.042690678, 1.005191734,
3033.063122279, 1.005168313,
3033.083553980, 1.004955068,
3033.103985481, 1.005035434,
3033.124417082, 1.005295899,
3033.144848782, 1.005034466,
3033.165280383, 1.005057480,
3033.185711883, 1.004824612,
3033.206143583, 1.005142625,
3033.226575183, 1.005401293,
3033.247006683, 1.005211395,
3033.267438383, 1.005190011,
3033.287869983, 1.005175022,
3033.308301583, 1.004910414,
3033.328733182, 1.005019864,
3033.349164682, 1.005292751,
3033.390027981, 1.005156848,
3033.410459480, 1.005084580,
3033.430891179, 1.005097376,
3033.451322778, 1.005131675,
3033.471754277, 1.005085476,
3033.492185976, 1.005070210,
3033.512617575, 1.004886083,
3033.533049173, 1.004846218,
3033.553480772, 1.005090467,
3033.573912370, 1.005268051,
3033.594344068, 1.004990746,
3033.614775567, 1.004893593,
3033.635207165, 1.005159252,
3033.655638863, 1.005124798,
3033.676070461, 1.004738581,
3033.696501958, 1.005240107,
3033.716933656, 1.004869690,
3033.737365254, 1.005121784,
3033.757796751, 1.005081728,
3033.778228449, 1.005159014,
3033.798660046, 1.005185554,
3033.819091543, 1.005046408,
3033.839523241, 1.005364879,
3033.880386334, 1.005296110,
3033.900818031, 1.005111446,
3033.921249628, 1.005570426,
3033.941681325, 1.005196375,
3033.962112821, 1.005397304,
3033.982544418, 1.005237266,
3034.002976014, 1.005350201,
3034.023407610, 1.005139880,
3034.043839207, 1.005253970,
3034.064270803, 1.005220777,
3034.084702399, 1.005159402,
3034.105133995, 1.005263344,
3034.125565590, 1.005268324,
3034.145997186, 1.005362242,
3034.166428782, 1.005224709,
3034.186860477, 1.005294326,
3034.207291973, 1.005095089,
3034.227723668, 1.004861974,
3034.248155263, 1.005233549,
3034.268586759, 1.005186696,
3034.289018454, 1.005172773,
3034.309450049, 1.005252462,
3034.329881544, 1.005502422,
3034.370744833, 1.005200241,
3034.391176328, 1.005588726,
3034.411608022, 1.005863927,
3034.432039617, 1.005823259,
3034.452471111, 1.005816380,
3034.472902805, 1.005650854,
3034.493334399, 1.005790332,
3034.513766094, 1.005780120,
3034.534197587, 1.005704058,
3034.554629181, 1.005882303,
3034.575060875, 1.005955247,
3034.636355656, 1.006115344,
3034.656787250, 1.006012433,
3034.677218743, 1.005945337,
3034.697650336, 1.005955241,
3034.718081930, 1.005982086,
3034.738513523, 1.005967679,
3034.758945216, 1.005977387,
3034.779376709, 1.006121775,
3034.799808302, 1.006087665,
3034.820239995, 1.006127030,
3034.840671487, 1.006046254,
3034.861103180, 1.006391331,
3034.881534772, 1.006315644,
3034.901966265, 1.006388935,
3034.922397957, 1.006343012,
3034.942829549, 1.000967259,
3034.963261042, 0.996721185,
3034.983692734, 0.995827209,
3035.004124326, 0.995596466,
3035.024555918, 0.995703723,
3035.044987510, 0.995816438,
3035.065419102, 0.996143874,
3035.106282285, 1.005849242,
3035.126713876, 1.006638615,
3035.147145568, 1.006486135,
3035.167577059, 1.006406280,
3035.188008651, 1.006319326,
3035.208440342, 1.006437933,
3035.228871933, 1.006445073,
3035.249303424, 1.006614095,
3035.269735115, 1.006524653,
3035.290166706, 1.006361821,
3035.310598197, 1.006310780,
3035.351461478, 1.006728506,
3035.371892969, 1.006690349,
3035.392324660, 1.006658157,
3035.412756150, 1.006789103,
3035.433187840, 1.006825704,
3035.453619431, 1.006540625,
3035.474050921, 1.006545127,
3035.494482611, 1.006629849,
3035.514914201, 1.006589052,
3035.535345691, 1.006752915,
3035.555777381, 1.006433091,
3035.596640561, 1.006758720,
3035.617072150, 1.006785426,
3035.637503740, 1.006985514,
3035.657935329, 1.006629354,
3035.678367019, 1.006816333,
3035.698798508, 1.006659868,
3035.719230198, 1.006722069,
3035.739661787, 1.006522459,
3035.760093276, 1.006852129,
3035.780524965, 1.006776514,
3035.800956554, 1.006826816,
3035.821388043, 1.006843193,
3035.841819732, 1.006495946,
3035.862251321, 1.006619353,
3035.882682810, 1.006787406,
3035.903114498, 1.006940074,
3035.923546087, 1.006894319,
3035.943977576, 1.007040291,
3035.964409264, 1.007047484,
3035.984840852, 1.007208212,
3036.005272541, 1.007218421,
3036.025704029, 1.006897263,
3036.046135617, 1.007015220,
3036.086998793, 1.006836555,
3036.107430381, 1.006639083,
3036.127861969, 1.006574221,
3036.148293557, 1.006529299,
3036.168725145, 1.006777893,
3036.189156732, 1.006908505,
3036.209588320, 1.006921980,
3036.230019908, 1.006902906,
3036.250451595, 1.006944705,
3036.270883083, 1.007032567,
3036.291314770, 1.006653815,
3036.332177844, 1.006910644,
3036.352609532, 1.006668770,
3036.373041119, 1.006562127,
3036.393472606, 1.006685297,
3036.413904293, 1.006587699,
3036.434335880, 1.006867046,
3036.454767367, 1.006415619,
3036.475199053, 1.006504771,
3036.495630640, 1.006786952,
3036.516062227, 1.006648696,
3036.536493813, 1.006160131,
3036.597788573, 1.006956659,
3036.618220159, 1.007003511,
3036.638651845, 1.007064186,
3036.659083431, 1.007282453,
3036.679514918, 1.007437477,
3036.699946604, 1.007257018,
3036.720378190, 1.007205290,
3036.740809676, 1.007386191,
3036.761241361, 1.007470744,
3036.781672847, 1.007214197,
3036.802104433, 1.007220777,
3036.822536119, 1.007385005,
3036.842967705, 1.007242085,
3036.863399290, 1.007191493,
3036.883830876, 1.007150460,
3036.904262361, 1.007262720,
3036.924694047, 1.007465518,
3036.945125632, 1.007117210,
3036.965557117, 1.007492389,
3036.985988803, 1.007833991,
3037.006420388, 1.007628002,
3037.026851873, 1.007435051,
3037.067715143, 1.007532383,
3037.088146728, 1.007506878,
3037.108578313, 1.007330581,
3037.129009898, 1.007195397,
3037.149441583, 1.007546882,
3037.169873067, 1.007555059,
3037.190304652, 1.007714808,
3037.210736337, 1.007885173,
3037.231167921, 1.007716912,
3037.251599406, 1.007660625,
3037.272031090, 1.007654750,
3037.312894159, 1.007610177,
3037.333325843, 1.007541662,
3037.353757427, 1.007630785,
3037.374189112, 1.007816093,
3037.394620596, 1.007707849,
3037.415052180, 1.007805554,
3037.435483864, 1.007699605,
3037.455915348, 1.007783081,
3037.476346932, 1.007900966,
3037.496778516, 1.007882369,
3037.517210100, 1.007792971,
3037.558073267, 1.006870113,
3037.578504851, 0.999202230,
3037.598936434, 0.997632397,
3037.619368018, 0.997117362,
3037.639799601, 0.997038830,
3037.660231285, 0.997059316,
3037.680662768, 0.997259319,
3037.701094352, 0.998085667,
3037.721526035, 1.002693565,
3037.741957618, 1.007636999,
3037.762389102, 1.007708273,
3037.803252368, 1.007803604,
3037.823683851, 1.007751676,
3037.844115534, 1.007723483,
3037.864547117, 1.008019765,
3037.884978600, 1.008178655,
3037.905410283, 1.007979574,
3037.925841866, 1.007574599,
3037.946273548, 1.007877697,
3037.966705031, 1.008217045,
3037.987136614, 1.007912638,
3038.007568297, 1.007775901,
3038.048431362, 1.007932676,
3038.068863044, 1.008126390,
3038.089294527, 1.008212143,
3038.109726109, 1.008217846,
3038.130157792, 1.008133717,
3038.150589274, 1.008090109,
3038.171020856, 1.007988126,
3038.191452439, 1.008083482,
3038.211884121, 1.008153011,
3038.232315703, 1.007958203,
3038.252747185, 1.007950705,
3038.273178767, 1.008057334,
3038.293610449, 1.007898120,
3038.314042031, 1.008043392,
3038.334473513, 1.008079774,
3038.354905195, 1.008023749,
3038.375336777, 1.007979962,
3038.395768259, 1.007956748,
3038.416199941, 1.008068390,
3038.436631523, 1.007643259,
3038.457063204, 1.007937141,
3038.477494686, 1.008124341,
3038.497926268, 1.008820545,
3038.559221012, 1.008561001,
3038.579652694, 1.008517642,
3038.600084175, 1.008524343,
3038.620515757, 1.008504433,
3038.640947438, 1.008330558,
3038.661378919, 1.008545020,
3038.681810501, 1.008546835,
3038.702242182, 1.008360966,
3038.722673763, 1.008364578,
3038.743105344, 1.008531500,
3038.783968507, 1.008263585,
3038.804400088, 1.008239844,
3038.824831669, 1.008487804,
3038.845263250, 1.008570077,
3038.865694931, 1.008854160,
3038.886126412, 1.008727601,
3038.906557893, 1.009277045,
3038.926989573, 1.008897309,
3038.947421154, 1.008715943,
3038.967852835, 1.008818929,
3038.988284316, 1.008753766,
3039.008715897, 1.008856346,
3039.029147577, 1.008939186,
3039.049579058, 1.008925292,
3039.070010639, 1.008936177,
3039.090442319, 1.008983848,
3039.110873800, 1.009294199,
3039.131305380, 1.009337282,
3039.151737061, 1.009449541,
3039.172168541, 1.009465457,
3039.192600122, 1.009256166,
3039.213031802, 1.009508378,
3039.233463383, 1.009678923,
3039.274326543, 1.009884511,
3039.294758124, 1.009753207,
3039.315189704, 1.009744961,
3039.335621284, 1.009720700,
3039.356052864, 1.009475313,
3039.376484545, 1.009730598,
3039.396916025, 1.009589393,
3039.417347605, 1.009563901,
3039.437779285, 1.009802109,
3039.458210765, 1.009688452,
3039.478642445, 1.009527615,
3039.519505505, 1.009441958,
3039.539937185, 1.009554402,
3039.560368665, 1.009606901,
3039.580800245, 1.009797513,
3039.601231925, 1.009486452,
3039.621663504, 1.009683760,
3039.642094984, 1.009623859,
3039.662526664, 1.009816068,
3039.682958144, 1.009874709,
3039.703389724, 1.009419558,
3039.723821403, 1.009537532,
3039.764684563, 1.009639307,
3039.785116142, 1.009500484,
3039.805547722, 1.009749881,
3039.825979302, 1.009421223,
3039.846410881, 1.009537000,
3039.866842461, 1.009412396,
3039.887274040, 1.009611187,
3039.907705620, 1.009444254,
3039.928137199, 1.009647389,
3039.948568879, 1.009743391,
3039.969000358, 1.009446243,
3040.009863617, 1.009911839,
3040.030295096, 1.009629152,
3040.050726776, 1.009664434,
3040.071158355, 1.009896958,
3040.091589834, 1.009698848,
3040.112021514, 1.009779727,
3040.132453093, 1.009939888,
3040.152884572, 1.009771080,
3040.173316251, 1.009760560,
3040.193747831, 1.005344639,
3040.214179510, 1.000185351,
3040.255042568, 0.999183828,
3040.275474147, 0.998840715,
3040.295905726, 0.999243340,
3040.316337306, 0.999646601,
3040.336768885, 1.000947810,
3040.357200464, 1.008182410,
3040.377632043, 1.009649848,
3040.398063622, 1.009869925,
3040.418495201, 1.009902574,
3040.438926880, 1.009921734,
3040.459358459, 1.009845009,
3040.500221617, 1.009608101,
3040.520653196, 1.009852606,
3040.541084675, 1.009741731,
3040.561516354, 1.009728938,
3040.581947933, 1.009790650,
3040.602379411, 1.009707655,
3040.622811090, 1.009833941,
3040.643242669, 1.009708096,
3040.663674148, 1.009950479,
3040.684105827, 1.009802588,
3040.704537406, 1.009773326,
3040.745400563, 1.010004994,
3040.765832142, 1.009808785,
3040.786263821, 1.009815095,
3040.806695300, 1.009910774,
3040.827126878, 1.009955542,
3040.847558557, 1.010001400,
3040.867990036, 1.009901949,
3040.888421615, 1.009661907,
3040.908853293, 1.010041215,
3040.929284872, 1.010128271,
3040.949716451, 1.010060126,
3040.990579608, 1.010179332,
3041.011011187, 1.010257999,
3041.031442765, 1.010244050,
3041.051874244, 1.010385948,
3041.072305923, 1.010377129,
3041.092737501, 1.010350883,
3041.113168980, 1.010376980,
3041.133600658, 1.010428123,
3041.154032237, 1.010303528,
3041.174463916, 1.010404245,
3041.194895394, 1.010181660,
3041.235758651, 1.010357483,
3041.256190130, 1.010671440,
3041.276621709, 1.010505792,
3041.297053387, 1.010455834,
3041.317484866, 1.010402060,
3041.337916444, 1.010498884,
3041.358348123, 1.010502291,
3041.378779601, 1.010354116,
3041.399211280, 1.010815316,
3041.419642858, 1.010757047,
3041.440074437, 1.010455110,
3041.480937594, 1.010376839,
3041.501369172, 1.010449050,
3041.521800751, 1.010519418,
3041.542232329, 1.010798866,
3041.562663908, 1.010792225,
3041.583095587, 1.010693191,
3041.603527065, 1.010924688,
3041.623958744, 1.010558069,
3041.644390322, 1.010648979,
3041.664821801, 1.010987064,
3041.685253479, 1.010727233,
3041.726116536, 1.010930631,
3041.746548214, 1.010966848,
3041.766979693, 1.010882703,
3041.787411272, 1.010994485,
3041.807842950, 1.011099824,
3041.828274429, 1.010915097,
3041.848706107, 1.011006807,
3041.869137685, 1.010898797,
3041.889569164, 1.010877686,
3041.910000842, 1.010872318,
3041.930432421, 1.010872924,
3041.950864000, 1.010697571,
3041.971295578, 1.010567152,
3041.991727157, 1.010746597,
3042.012158735, 1.010508425,
3042.032590314, 1.010553968,
3042.053021892, 1.010573047,
3042.073453471, 1.010933096,
3042.093885149, 1.011072719,
3042.114316628, 1.010769253,
3042.134748306, 1.010725533,
3042.155179885, 1.010964136,
3042.175611363, 1.011073492,
3042.216474620, 1.010840213,
3042.236906099, 1.010747679,
3042.257337778, 1.010842683,
3042.277769356, 1.010884139,
3042.298200835, 1.010925203,
3042.318632513, 1.010735690,
3042.339064092, 1.011035313,
3042.359495670, 1.010669958,
3042.379927249, 1.010506729,
3042.400358828, 1.010757031,
3042.420790406, 1.010734938,
3042.461653564, 1.010553587,
3042.482085142, 1.010719257,
3042.502516721, 1.010564854,
3042.522948300, 1.010591032,
3042.543379878, 1.010731551,
3042.563811457, 1.010644220,
3042.584243136, 1.010655023,
3042.604674714, 1.010852885,
3042.625106193, 1.010773586,
3042.645537872, 1.010709659,
3042.665969450, 1.010548894,
3042.686400929, 1.010711161,
3042.706832608, 1.010664272,
3042.727264187, 1.010765600,
3042.747695665, 1.010618800,
3042.768127344, 1.010477146,
3042.788558923, 1.010516207,
3042.808990602, 1.009792264,
3042.829422081, 1.002357529,
3042.849853660, 1.000440466,
3042.870285338, 0.999861029,
3042.890716817, 0.999724942,
3042.911148396, 0.999752901,
3042.952011554, 1.000610415,
3042.972443133, 1.004409719,
3042.992874812, 1.010555974,
3043.013306291, 1.010382198,
3043.033737970, 1.010654523,
3043.054169549, 1.010562768,
3043.074601028, 1.010352313,
3043.095032707, 1.010355090,
3043.115464186, 1.010193071,
3043.135895765, 1.010434644,
3043.156327444, 1.010627613,
3043.197190502, 1.010752519,
3043.217622181, 1.010923750,
3043.238053760, 1.010833198,
3043.258485439, 1.010880013,
3043.278916919, 1.010789863,
3043.299348498, 1.010752062,
3043.319780177, 1.010908709,
3043.340211656, 1.010941307,
3043.360643236, 1.011031232,
3043.381074915, 1.010904599,
3043.401506394, 1.010677978,
3043.442369653, 1.011133676,
3043.462801132, 1.010913863,
3043.483232811, 1.011029328,
3043.503664391, 1.010946569,
3043.524095870, 1.010920464,
3043.544527550, 1.011098847,
3043.564959129, 1.010835757,
3043.585390609, 1.010747153,
3043.605822288, 1.011016254,
3043.626253868, 1.011069623,
3043.646685447, 1.010935065,
3043.687548606, 1.011193175,
3043.707980186, 1.011172959,
3043.728411766, 1.011194536,
3043.748843345, 1.011143259,
3043.769274925, 1.011021292,
3043.789706505, 1.011092095,
3043.810138084, 1.011117083,
3043.830569764, 1.011291387,
3043.851001244, 1.011186933,
3043.871432824, 1.011209873,
3043.891864503, 1.010892219,
3043.932727663, 1.011154217,
3043.953159243, 1.011214775,
3043.973590723, 1.011082874,
3043.994022403, 1.010972419,
3044.014453983, 1.011081411,
3044.034885463, 1.011121589,
3044.055317143, 1.010960540,
3044.075748723, 1.011264129,
3044.096180303, 1.010999643,
3044.116611883, 1.011211469,
3044.137043463, 1.011139090,
3044.177906624, 1.010906682,
3044.198338204, 1.010961726,
3044.218769884, 1.011202975,
3044.239201465, 1.011071095,
3044.259632945, 1.011022610,
3044.280064625, 1.011254471,
3044.300496206, 1.011449632,
3044.320927686, 1.011190705,
3044.341359367, 1.011254957,
3044.361790947, 1.011133769,
3044.382222528, 1.011119622,
3044.443517269, 1.011246031,
3044.463948850, 1.011197779,
3044.484380331, 1.011153525,
3044.504812011, 1.011333180,
3044.525243592, 1.011207863,
3044.545675073, 1.011184205,
3044.566106754, 1.011152863,
3044.586538334, 1.011108951,
3044.606970015, 1.011256233,
3044.627401496, 1.011029501,
3044.647833077, 1.011134881,
3044.668264758, 1.010764716,
3044.688696239, 1.010941184,
3044.709127820, 1.011012807,
3044.729559501, 1.010936513,
3044.749990982, 1.010992621,
3044.770422564, 1.011119005,
3044.790854245, 1.010913347,
3044.811285826, 1.010936244,
3044.831717407, 1.010962618,
3044.852148988, 1.010938435,
3044.872580570, 1.010554455,
3044.913443733, 1.010973795,
3044.933875314, 1.011148707,
3044.954306995, 1.010866834,
3044.974738477, 1.011092928,
3044.995170059, 1.011014358,
3045.015601740, 1.011023978,
3045.036033222, 1.010983981,
3045.056464804, 1.011041534,
3045.076896385, 1.011111002,
3045.097327967, 1.011007276,
3045.117759649, 1.011021923,
3045.158622712, 1.011295005,
3045.179054394, 1.011190099,
3045.199485876, 1.010976708,
3045.219917458, 1.011014804,
3045.240349140, 1.011026192,
3045.260780623, 1.011031001,
3045.281212205, 1.010782373,
3045.301643887, 1.010949001,
3045.322075469, 1.010778848,
3045.342507051, 1.010833588,
3045.362938634, 1.010676419,
3045.403801798, 1.011146199,
3045.424233381, 1.010973121,
3045.444664963, 1.007697998,
3045.465096646, 1.001791136,
3045.485528128, 1.000843744,
3045.505959711, 1.000740373,
3045.526391393, 1.000552881,
3045.546822876, 1.000479212,
3045.567254559, 1.000697740,
3045.587686142, 1.001961514,
3045.608117625, 1.008626981,
3045.648980890, 1.011218098,
3045.669412373, 1.011245478,
3045.689844056, 1.011290701,
3045.710275639, 1.011561962,
3045.730707123, 1.011326544,
3045.751138806, 1.011596454,
3045.771570389, 1.011557770,
3045.792001972, 1.011527136,
3045.812433555, 1.011446497,
3045.832865139, 1.011495102,
3045.853296722, 1.011275024,
3045.894159889, 1.011183903,
3045.914591473, 1.011418352,
3045.935023056, 1.011559221,
3045.955454640, 1.011141972,
3045.975886324, 1.011402464,
3045.996317807, 1.011456356,
3046.016749491, 1.011388928,
3046.037181075, 1.011225566,
3046.057612559, 1.011305574,
3046.078044243, 1.011447100,
3046.098475827, 1.011167879,
3046.139338995, 1.011826344,
3046.159770579, 1.011888200,
3046.180202063, 1.011525809,
3046.200633748, 1.011475047,
3046.221065332, 1.011596311,
3046.241497016, 1.011654380,
3046.261928501, 1.011539681,
3046.282360085, 1.011554319,
3046.302791770, 1.011480190,
3046.323223254, 1.011319328,
3046.343654839, 1.011330360,
3046.404949593, 1.011512155,
3046.425381278, 1.011421054,
3046.445812863, 1.011407567,
3046.466244448, 1.011115036,
3046.486676033, 1.011278140,
3046.507107518, 1.011403841,
3046.527539203, 1.011433280,
3046.547970788, 1.011493001,
3046.568402274, 1.011429869,
3046.588833959, 1.011634471,
3046.629697030, 1.011468792,
3046.650128715, 1.011539630,
3046.670560301, 1.011377922,
3046.690991986, 1.011394951,
3046.711423472, 1.011443405,
3046.731855058, 1.011448839,
3046.752286744, 1.011429151,
3046.772718229, 1.011425537,
3046.793149815, 1.011629793,
3046.813581501, 1.011453725,
3046.834012987, 1.011560971,
3046.874876260, 1.011556950,
3046.895307746, 1.011490025,
3046.915739432, 1.011453987,
3046.936171018, 1.011632344,
3046.956602605, 1.011526708,
3046.977034191, 1.011360535,
3046.997465778, 1.011474696,
3047.017897364, 1.011270872,
3047.038328951, 1.011271898,
3047.058760538, 1.011123583,
3047.079192124, 1.011143840,
3047.120055298, 1.011165861,
3047.140486885, 1.011359771,
3047.160918472, 1.011279617,
3047.181350059, 1.011272749,
3047.201781746, 1.011162311,
3047.222213234, 1.011175946,
3047.242644821, 1.011101145,
3047.263076508, 1.011420647,
3047.283507996, 1.011430385,
3047.303939583, 1.011085011,
3047.324371271, 1.011205824,
3047.365234446, 1.011660363,
3047.385666034, 1.011201935,
3047.406097521, 1.011217212,
3047.426529209, 1.011179845,
3047.446960797, 1.010999005,
3047.467392285, 1.011299011,
3047.487823973, 1.011347989,
3047.508255561, 1.011264025,
3047.528687150, 1.011344819,
3047.549118738, 1.011213281,
3047.569550326, 1.010969819,
3047.610413503, 1.011344442,
3047.630845092, 1.011523153,
3047.651276780, 1.011588856,
3047.671708369, 1.011789103,
3047.692139858, 1.011636108,
3047.712571547, 1.011844310,
3047.733003136, 1.011726184,
3047.753434625, 1.011773320,
3047.773866314, 1.011844884,
3047.794297903, 1.011684096,
3047.814729592, 1.011989984,
3047.876024260, 1.012085562,
3047.896455849, 1.011949118,
3047.916887339, 1.012034927,
3047.937319029, 1.011998873,
3047.957750618, 1.011874735,
3047.978182108, 1.011542038,
3047.998613798, 1.011762373,
3048.019045388, 1.011645513,
3048.039477078, 1.011856198,
3048.059908568, 1.011421770,
3048.100771848, 1.001993914,
3048.121203339, 1.001234299,
3048.141634929, 1.001016303,
3048.162066620, 1.001142188,
3048.182498210, 1.001430492,
3048.202929701, 1.002271949,
3048.223361391, 1.005172187,
3048.243792982, 1.011789945,
3048.264224573, 1.011890991,
3048.284656164, 1.011761835,
3048.305087755, 1.011509868,
3048.366382528, 1.011672657,
3048.386814220, 1.011799360,
3048.407245711, 1.011812105,
3048.427677303, 1.011624860,
3048.448108994, 1.011821021,
3048.468540486, 1.012093309,
3048.488972177, 1.011917412,
3048.509403669, 1.011938321,
3048.529835261, 1.012251521,
3048.550266953, 1.012316585,
3048.591130037, 1.011826721,
3048.611561729, 1.011681082,
3048.631993222, 1.011778504,
3048.652424814, 1.011828999,
3048.672856506, 1.011996449,
3048.693288099, 1.011911422,
3048.713719691, 1.011674028,
3048.734151284, 1.012107004,
3048.754582877, 1.011835396,
3048.775014470, 1.011904803,
3048.795446063, 1.011879630,
3048.836309349, 1.012027490,
3048.856740842, 1.011731459,
3048.877172435, 1.012030464,
3048.897604129, 1.012327130,
3048.918035622, 1.011780383,
3048.938467315, 1.011687122,
3048.958898909, 1.011728285,
3048.979330403, 1.011853045,
3048.999762097, 1.011909155,
3049.020193690, 1.011530888,
3049.040625184, 1.011737793,
3049.081488472, 1.011557667,
3049.101919967, 1.011396203,
3049.122351661, 1.011696467,
3049.142783255, 1.011538644,
3049.163214850, 1.011354818,
3049.183646444, 1.011446401,
